period,party,label_l3,meeting_count,mention_count,party_meetings,party_total_chars,meeting_presence_rate,mentions_per_10k_chars
2017-Q4,미래통합당,지역균형발전,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,청사관리,0,0,0,0,0.0,0.0
2017-Q4,미분류,국가기록물,0,0,6,689866,0.0,0.0
2017-Q4,미분류,국가적중장기과제추진·지원,0,0,6,689866,0.0,0.0
2017-Q4,미분류,국민안전행정지원,0,0,6,689866,0.0,0.0
2017-Q4,미분류,복구지원,0,0,6,689866,0.0,0.0
2017-Q4,미분류,비상대비,0,0,6,689866,0.0,0.0
2017-Q4,미분류,안전및재난,2,416,6,689866,0.333333,6.030157
2017-Q4,미분류,안전행정행정지원,0,0,6,689866,0.0,0.0
2017-Q4,미분류,이북5도,0,0,6,689866,0.0,0.0
2017-Q4,미분류,자치인력개발,0,0,6,689866,0.0,0.0
2017-Q4,미분류,재난예방,0,0,6,689866,0.0,0.0
2017-Q4,미분류,전자정부,0,0,6,689866,0.0,0.0
2017-Q4,미분류,정보시스템통합관리,0,0,6,689866,0.0,0.0
2017-Q4,미분류,정부의전,3,580,6,689866,0.5,8.40743
2017-Q4,미분류,정부혁신,4,2029,6,689866,0.666667,29.411509
2017-Q4,미분류,조직관리,1,1,6,689866,0.166667,0.014496
2017-Q4,미분류,지방세,2,1360,6,689866,0.333333,19.713973
2017-Q4,미분류,지방재정,3,1092,6,689866,0.5,15.829161
2017-Q4,미분류,지방행정,2,368,6,689866,0.333333,5.334369
2017-Q4,미분류,지역균형발전,0,0,6,689866,0.0,0.0
2017-Q4,미분류,청사관리,0,0,6,689866,0.0,0.0
2017-Q4,새누리당,국가기록물,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,국가적중장기과제추진·지원,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,국민안전행정지원,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,복구지원,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,비상대비,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,안전및재난,2,532,6,646867,0.333333,8.224256
2017-Q4,새누리당,안전행정행정지원,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,이북5도,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,자치인력개발,0,0,6,646867,0.0,0.0
2017-Q4,새누리당,재난예방,0,0,6,646867,0.0,0.0
