session_no,session_type,meeting_no,meeting_date,year,month,quarter,speaker_name,party,speaker_area,num_questions
400,정기회,8,2022-11-07,2022,11,4,이상민,더불어민주당,,13
400,정기회,8,2022-11-07,2022,11,4,이성만,더불어민주당,(인천 부평구갑),59
400,정기회,8,2022-11-07,2022,11,4,이채익,미래통합당,(울산 남구갑),29
400,정기회,8,2022-11-07,2022,11,4,이해식,더불어민주당,(서울 강동구을),34
400,정기회,8,2022-11-07,2022,11,4,이형석,더불어민주당,(광주 북구을),76
400,정기회,8,2022-11-07,2022,11,4,임호선,더불어민주당,(충북 증평군진천군음성군),25
400,정기회,8,2022-11-07,2022,11,4,장제원,미래통합당,(부산 사상구),35
400,정기회,8,2022-11-07,2022,11,4,전봉민,미래통합당,(부산 수영구),39
400,정기회,8,2022-11-07,2022,11,4,정우택,새누리당,(충북 청주시상당구),23
400,정기회,8,2022-11-07,2022,11,4,천준호,더불어민주당,(서울 강북구갑),36
400,정기회,8,2022-11-07,2022,11,4,최기상,더불어민주당,(서울 금천구),19
400,정기회,9,2022-11-08,2022,11,4,김교흥,더불어민주당,(인천 서구갑),1
400,정기회,9,2022-11-08,2022,11,4,이만희,새누리당,(경북 영천시청도군),1
400,정기회,9,2022-11-08,2022,11,4,장제원,미래통합당,(부산 사상구),1
400,정기회,10,2022-11-16,2022,11,4,김교흥,더불어민주당,(인천 서구갑),28
400,정기회,10,2022-11-16,2022,11,4,김용판,미래통합당,(대구 달서구병),11
400,정기회,10,2022-11-16,2022,11,4,김웅,미래통합당,(서울 송파구갑),18
400,정기회,10,2022-11-16,2022,11,4,박성민,미래통합당,(울산 중구),46
400,정기회,10,2022-11-16,2022,11,4,송재호,더불어민주당,(제주 제주시갑),8
400,정기회,10,2022-11-16,2022,11,4,오영환,더불어민주당,(경기 의정부시갑),28
400,정기회,10,2022-11-16,2022,11,4,용혜인,기본소득당,(비례대표),25
400,정기회,10,2022-11-16,2022,11,4,이만희,새누리당,(경북 영천시청도군),37
400,정기회,10,2022-11-16,2022,11,4,이상민,더불어민주당,,14
400,정기회,10,2022-11-16,2022,11,4,이성만,더불어민주당,(인천 부평구갑),52
400,정기회,10,2022-11-16,2022,11,4,이채익,미래통합당,(울산 남구갑),27
400,정기회,10,2022-11-16,2022,11,4,이해식,더불어민주당,(서울 강동구을),25
400,정기회,10,2022-11-16,2022,11,4,이형석,더불어민주당,(광주 북구을),32
400,정기회,10,2022-11-16,2022,11,4,임호선,더불어민주당,(충북 증평군진천군음성군),12
400,정기회,10,2022-11-16,2022,11,4,장제원,미래통합당,(부산 사상구),24
400,정기회,10,2022-11-16,2022,11,4,전봉민,미래통합당,(부산 수영구),35
400,정기회,10,2022-11-16,2022,11,4,정우택,새누리당,(충북 청주시상당구),18
400,정기회,10,2022-11-16,2022,11,4,조응천,더불어민주당,(경기 남양주시갑),34
400,정기회,10,2022-11-16,2022,11,4,천준호,더불어민주당,(서울 강북구갑),22
400,정기회,10,2022-11-16,2022,11,4,최기상,더불어민주당,(서울 금천구),26
400,정기회,11,2022-11-17,2022,11,4,이채익,미래통합당,(울산 남구갑),8
400,정기회,11,2022-11-17,2022,11,4,이형석,더불어민주당,(광주 북구을),1
400,정기회,12,2022-12-01,2022,12,4,김교흥,더불어민주당,(인천 서구갑),5
400,정기회,12,2022-12-01,2022,12,4,김회재,더불어민주당,(전남 여수시을),1
400,정기회,12,2022-12-01,2022,12,4,오영환,더불어민주당,(경기 의정부시갑),1
400,정기회,12,2022-12-01,2022,12,4,용혜인,기본소득당,(비례대표),2
400,정기회,12,2022-12-01,2022,12,4,이만희,새누리당,(경북 영천시청도군),3
400,정기회,12,2022-12-01,2022,12,4,이성만,더불어민주당,(인천 부평구갑),1
400,정기회,12,2022-12-01,2022,12,4,이채익,미래통합당,(울산 남구갑),7
400,정기회,12,2022-12-01,2022,12,4,이해식,더불어민주당,(서울 강동구을),4
400,정기회,12,2022-12-01,2022,12,4,천준호,더불어민주당,(서울 강북구갑),2
403,임시회,1,2023-02-16,2023,2,1,김교흥,더불어민주당,(인천 서구갑),1
403,임시회,1,2023-02-16,2023,2,1,김용판,미래통합당,(대구 달서구병),2
403,임시회,1,2023-02-16,2023,2,1,이만희,새누리당,(경북 영천시청도군),3
403,임시회,1,2023-02-16,2023,2,1,이해식,더불어민주당,(서울 강동구을),7
403,임시회,1,2023-02-16,2023,2,1,이형석,더불어민주당,(광주 북구을),4
403,임시회,1,2023-02-16,2023,2,1,임호선,더불어민주당,(충북 증평군진천군음성군),1
403,임시회,1,2023-02-16,2023,2,1,장제원,미래통합당,(부산 사상구),12
403,임시회,2,2023-02-24,2023,2,1,김교흥,더불어민주당,(인천 서구갑),2
403,임시회,2,2023-02-24,2023,2,1,박성민,미래통합당,(울산 중구),1
403,임시회,2,2023-02-24,2023,2,1,송재호,더불어민주당,(제주 제주시갑),1
403,임시회,2,2023-02-24,2023,2,1,이만희,새누리당,(경북 영천시청도군),1
403,임시회,2,2023-02-24,2023,2,1,이해식,더불어민주당,(서울 강동구을),2
403,임시회,2,2023-02-24,2023,2,1,장제원,미래통합당,(부산 사상구),9
403,임시회,3,2023-02-15,2023,2,1,김교흥,더불어민주당,(인천 서구갑),114
403,임시회,3,2023-02-15,2023,2,1,김용판,미래통합당,(대구 달서구병),6
403,임시회,3,2023-02-15,2023,2,1,박성민,미래통합당,(울산 중구),2
403,임시회,3,2023-02-15,2023,2,1,송재호,더불어민주당,(제주 제주시갑),2
403,임시회,3,2023-02-15,2023,2,1,이해식,더불어민주당,(서울 강동구을),5
403,임시회,3,2023-02-15,2023,2,1,정우택,새누리당,(충북 청주시상당구),17
403,임시회,3,2023-02-15,2023,2,1,조응천,더불어민주당,(경기 남양주시갑),23
403,임시회,3,2023-02-15,2023,2,1,천준호,더불어민주당,(서울 강북구갑),2
403,임시회,4,2023-02-22,2023,2,1,김교흥,더불어민주당,(인천 서구갑),128
403,임시회,4,2023-02-22,2023,2,1,김용판,미래통합당,(대구 달서구병),4
403,임시회,4,2023-02-22,2023,2,1,박성민,미래통합당,(울산 중구),11
403,임시회,4,2023-02-22,2023,2,1,송재호,더불어민주당,(제주 제주시갑),3
403,임시회,4,2023-02-22,2023,2,1,이해식,더불어민주당,(서울 강동구을),44
403,임시회,4,2023-02-22,2023,2,1,정우택,새누리당,(충북 청주시상당구),12
403,임시회,4,2023-02-22,2023,2,1,조응천,더불어민주당,(경기 남양주시갑),26
404,임시회,1,2023-03-13,2023,3,1,김교흥,더불어민주당,(인천 서구갑),29
404,임시회,1,2023-03-13,2023,3,1,김용판,미래통합당,(대구 달서구병),28
404,임시회,1,2023-03-13,2023,3,1,김웅,미래통합당,(서울 송파구갑),8
404,임시회,1,2023-03-13,2023,3,1,김철민,더불어민주당,(경기 안산시상록구을),12
404,임시회,1,2023-03-13,2023,3,1,박성민,미래통합당,(울산 중구),10
404,임시회,1,2023-03-13,2023,3,1,송재호,더불어민주당,(제주 제주시갑),13
404,임시회,1,2023-03-13,2023,3,1,오영환,더불어민주당,(경기 의정부시갑),29
404,임시회,1,2023-03-13,2023,3,1,용혜인,기본소득당,(비례대표),28
404,임시회,1,2023-03-13,2023,3,1,이만희,새누리당,(경북 영천시청도군),32
404,임시회,1,2023-03-13,2023,3,1,이성만,더불어민주당,(인천 부평구갑),29
404,임시회,1,2023-03-13,2023,3,1,이채익,미래통합당,(울산 남구갑),6
404,임시회,1,2023-03-13,2023,3,1,이해식,더불어민주당,(서울 강동구을),30
404,임시회,1,2023-03-13,2023,3,1,이형석,더불어민주당,(광주 북구을),56
404,임시회,1,2023-03-13,2023,3,1,임호선,더불어민주당,(충북 증평군진천군음성군),14
404,임시회,1,2023-03-13,2023,3,1,장제원,미래통합당,(부산 사상구),13
404,임시회,1,2023-03-13,2023,3,1,전봉민,미래통합당,(부산 수영구),26
404,임시회,1,2023-03-13,2023,3,1,정우택,새누리당,(충북 청주시상당구),13
404,임시회,1,2023-03-13,2023,3,1,조응천,더불어민주당,(경기 남양주시갑),11
404,임시회,1,2023-03-13,2023,3,1,천준호,더불어민주당,(서울 강북구갑),29
404,임시회,1,2023-03-13,2023,3,1,최기상,더불어민주당,(서울 금천구),23
404,임시회,2,2023-03-22,2023,3,1,김교흥,더불어민주당,(인천 서구갑),9
404,임시회,2,2023-03-22,2023,3,1,김용판,미래통합당,(대구 달서구병),13
404,임시회,2,2023-03-22,2023,3,1,김웅,미래통합당,(서울 송파구갑),4
404,임시회,2,2023-03-22,2023,3,1,김철민,더불어민주당,(경기 안산시상록구을),7
404,임시회,2,2023-03-22,2023,3,1,박성민,미래통합당,(울산 중구),11
404,임시회,2,2023-03-22,2023,3,1,송재호,더불어민주당,(제주 제주시갑),7
404,임시회,2,2023-03-22,2023,3,1,오영환,더불어민주당,(경기 의정부시갑),14
404,임시회,2,2023-03-22,2023,3,1,용혜인,기본소득당,(비례대표),9
404,임시회,2,2023-03-22,2023,3,1,이만희,새누리당,(경북 영천시청도군),6
404,임시회,2,2023-03-22,2023,3,1,이성만,더불어민주당,(인천 부평구갑),14
404,임시회,2,2023-03-22,2023,3,1,이채익,미래통합당,(울산 남구갑),1
404,임시회,2,2023-03-22,2023,3,1,이해식,더불어민주당,(서울 강동구을),6
404,임시회,2,2023-03-22,2023,3,1,이형석,더불어민주당,(광주 북구을),28
404,임시회,2,2023-03-22,2023,3,1,임호선,더불어민주당,(충북 증평군진천군음성군),3
404,임시회,2,2023-03-22,2023,3,1,장제원,미래통합당,(부산 사상구),23
404,임시회,2,2023-03-22,2023,3,1,전봉민,미래통합당,(부산 수영구),9
404,임시회,2,2023-03-22,2023,3,1,조응천,더불어민주당,(경기 남양주시갑),5
404,임시회,2,2023-03-22,2023,3,1,천준호,더불어민주당,(서울 강북구갑),16
404,임시회,2,2023-03-22,2023,3,1,최기상,더불어민주당,(서울 금천구),11
405,임시회,1,2023-04-25,2023,4,2,김회재,더불어민주당,(전남 여수시을),1
405,임시회,1,2023-04-25,2023,4,2,장제원,미래통합당,(부산 사상구),5
405,임시회,2,2023-04-25,2023,4,2,김교흥,더불어민주당,(인천 서구갑),4
405,임시회,2,2023-04-25,2023,4,2,천준호,더불어민주당,(서울 강북구갑),3
406,임시회,1,2023-05-16,2023,5,2,김교흥,더불어민주당,(인천 서구갑),5
406,임시회,1,2023-05-16,2023,5,2,김용판,미래통합당,(대구 달서구병),26
406,임시회,1,2023-05-16,2023,5,2,김웅,미래통합당,(서울 송파구갑),15
406,임시회,1,2023-05-16,2023,5,2,김철민,더불어민주당,(경기 안산시상록구을),2
406,임시회,1,2023-05-16,2023,5,2,박성민,미래통합당,(울산 중구),39
406,임시회,1,2023-05-16,2023,5,2,오영환,더불어민주당,(경기 의정부시갑),5
406,임시회,1,2023-05-16,2023,5,2,용혜인,기본소득당,(비례대표),19
406,임시회,1,2023-05-16,2023,5,2,이만희,새누리당,(경북 영천시청도군),47
406,임시회,1,2023-05-16,2023,5,2,이성만,더불어민주당,(인천 부평구갑),11
406,임시회,1,2023-05-16,2023,5,2,이해식,더불어민주당,(서울 강동구을),1
406,임시회,1,2023-05-16,2023,5,2,이형석,더불어민주당,(광주 북구을),29
406,임시회,1,2023-05-16,2023,5,2,장제원,미래통합당,(부산 사상구),95
406,임시회,1,2023-05-16,2023,5,2,전봉민,미래통합당,(부산 수영구),50
406,임시회,1,2023-05-16,2023,5,2,정우택,새누리당,(충북 청주시상당구),17
406,임시회,1,2023-05-16,2023,5,2,조응천,더불어민주당,(경기 남양주시갑),8
406,임시회,2,2023-05-24,2023,5,2,이성만,더불어민주당,(인천 부평구갑),1
406,임시회,2,2023-05-24,2023,5,2,이해식,더불어민주당,(서울 강동구을),1
406,임시회,2,2023-05-24,2023,5,2,장제원,미래통합당,(부산 사상구),4
406,임시회,3,2023-05-24,2023,5,2,김교흥,더불어민주당,(인천 서구갑),93
406,임시회,3,2023-05-24,2023,5,2,김용판,미래통합당,(대구 달서구병),6
406,임시회,3,2023-05-24,2023,5,2,김진태,새누리당,,1
406,임시회,3,2023-05-24,2023,5,2,박성민,미래통합당,(울산 중구),2
406,임시회,3,2023-05-24,2023,5,2,송재호,더불어민주당,(제주 제주시갑),5
406,임시회,3,2023-05-24,2023,5,2,이해식,더불어민주당,(서울 강동구을),24
406,임시회,3,2023-05-24,2023,5,2,조응천,더불어민주당,(경기 남양주시갑),49
407,임시회,1,2023-06-22,2023,6,2,강병원,더불어민주당,(서울 은평구을),13
407,임시회,1,2023-06-22,2023,6,2,권성동,무소속,(강원 강릉시),6
407,임시회,1,2023-06-22,2023,6,2,권인숙,더불어시민당,(비례대표),24
407,임시회,1,2023-06-22,2023,6,2,김교흥,더불어민주당,(인천 서구갑),51
407,임시회,1,2023-06-22,2023,6,2,김용판,미래통합당,(대구 달서구병),19
407,임시회,1,2023-06-22,2023,6,2,김웅,미래통합당,(서울 송파구갑),5
407,임시회,1,2023-06-22,2023,6,2,박성민,미래통합당,(울산 중구),21
407,임시회,1,2023-06-22,2023,6,2,송재호,더불어민주당,(제주 제주시갑),15
407,임시회,1,2023-06-22,2023,6,2,오영환,더불어민주당,(경기 의정부시갑),7
407,임시회,1,2023-06-22,2023,6,2,용혜인,기본소득당,(비례대표),42
407,임시회,1,2023-06-22,2023,6,2,이만희,새누리당,(경북 영천시청도군),40
407,임시회,1,2023-06-22,2023,6,2,이성만,더불어민주당,(인천 부평구갑),35
407,임시회,1,2023-06-22,2023,6,2,이해식,더불어민주당,(서울 강동구을),42
407,임시회,1,2023-06-22,2023,6,2,이형석,더불어민주당,(광주 북구을),28
407,임시회,1,2023-06-22,2023,6,2,임호선,더불어민주당,(충북 증평군진천군음성군),10
407,임시회,1,2023-06-22,2023,6,2,전봉민,미래통합당,(부산 수영구),41
407,임시회,1,2023-06-22,2023,6,2,정우택,새누리당,(충북 청주시상당구),20
407,임시회,1,2023-06-22,2023,6,2,천준호,더불어민주당,(서울 강북구갑),36
407,임시회,1,2023-06-22,2023,6,2,최기상,더불어민주당,(서울 금천구),8
408,임시회,1,2023-07-13,2023,7,3,강병원,더불어민주당,(서울 은평구을),4
408,임시회,1,2023-07-13,2023,7,3,권인숙,더불어시민당,(비례대표),3
408,임시회,1,2023-07-13,2023,7,3,김교흥,더불어민주당,(인천 서구갑),5
408,임시회,1,2023-07-13,2023,7,3,송재호,더불어민주당,(제주 제주시갑),2
408,임시회,1,2023-07-13,2023,7,3,용혜인,기본소득당,(비례대표),2
408,임시회,1,2023-07-13,2023,7,3,이만희,새누리당,(경북 영천시청도군),5
408,임시회,1,2023-07-13,2023,7,3,이성만,더불어민주당,(인천 부평구갑),7
408,임시회,1,2023-07-13,2023,7,3,이형석,더불어민주당,(광주 북구을),2
408,임시회,1,2023-07-13,2023,7,3,임호선,더불어민주당,(충북 증평군진천군음성군),4
408,임시회,1,2023-07-13,2023,7,3,최기상,더불어민주당,(서울 금천구),6
409,임시회,1,2023-08-23,2023,8,3,송재호,더불어민주당,(제주 제주시갑),4
409,임시회,1,2023-08-23,2023,8,3,용혜인,기본소득당,(비례대표),1
409,임시회,1,2023-08-23,2023,8,3,이해식,더불어민주당,(서울 강동구을),3
409,임시회·폐회중,2,2023-08-31,2023,8,3,강병원,더불어민주당,(서울 은평구을),7
409,임시회·폐회중,2,2023-08-31,2023,8,3,권성동,무소속,(강원 강릉시),3
409,임시회·폐회중,2,2023-08-31,2023,8,3,김교흥,더불어민주당,(인천 서구갑),15
409,임시회·폐회중,2,2023-08-31,2023,8,3,김웅,미래통합당,(서울 송파구갑),1
409,임시회·폐회중,2,2023-08-31,2023,8,3,박성민,미래통합당,(울산 중구),2
409,임시회·폐회중,2,2023-08-31,2023,8,3,용혜인,기본소득당,(비례대표),2
409,임시회·폐회중,2,2023-08-31,2023,8,3,이만희,새누리당,(경북 영천시청도군),18
409,임시회·폐회중,2,2023-08-31,2023,8,3,이해식,더불어민주당,(서울 강동구을),2
409,임시회·폐회중,2,2023-08-31,2023,8,3,이형석,더불어민주당,(광주 북구을),1
409,임시회·폐회중,2,2023-08-31,2023,8,3,천준호,더불어민주당,(서울 강북구갑),1
409,임시회·폐회중,3,2023-08-30,2023,8,3,송재호,더불어민주당,(제주 제주시갑),17
409,임시회·폐회중,3,2023-08-30,2023,8,3,오영환,더불어민주당,(경기 의정부시갑),3
409,임시회·폐회중,3,2023-08-30,2023,8,3,용혜인,기본소득당,(비례대표),4
409,임시회·폐회중,3,2023-08-30,2023,8,3,이해식,더불어민주당,(서울 강동구을),8
410,정기회,1,2023-09-20,2023,9,3,강병원,더불어민주당,(서울 은평구을),7
410,정기회,1,2023-09-20,2023,9,3,김교흥,더불어민주당,(인천 서구갑),50
410,정기회,1,2023-09-20,2023,9,3,박성민,미래통합당,(울산 중구),1
410,정기회,1,2023-09-20,2023,9,3,오영환,더불어민주당,(경기 의정부시갑),2
410,정기회,1,2023-09-20,2023,9,3,용혜인,기본소득당,(비례대표),1
410,정기회,1,2023-09-20,2023,9,3,이만희,새누리당,(경북 영천시청도군),15
410,정기회,1,2023-09-20,2023,9,3,이성만,더불어민주당,(인천 부평구갑),1
410,정기회,1,2023-09-20,2023,9,3,이해식,더불어민주당,(서울 강동구을),3
410,정기회,1,2023-09-20,2023,9,3,이형석,더불어민주당,(광주 북구을),4
410,정기회,1,2023-09-20,2023,9,3,전봉민,미래통합당,(부산 수영구),2
410,정기회,1,2023-09-20,2023,9,3,천준호,더불어민주당,(서울 강북구갑),6
410,정기회,2,2023-09-26,2023,9,3,김교흥,더불어민주당,(인천 서구갑),3
410,정기회,3,2023-10-10,2023,10,4,김교흥,더불어민주당,(인천 서구갑),1
410,정기회,4,2023-10-12,2023,10,4,김교흥,더불어민주당,(인천 서구갑),1
410,정기회,5,2023-10-16,2023,10,4,김교흥,더불어민주당,(인천 서구갑),2
410,정기회,6,2023-11-01,2023,11,4,강병원,더불어민주당,(서울 은평구을),9
410,정기회,6,2023-11-01,2023,11,4,권성동,무소속,(강원 강릉시),3
410,정기회,6,2023-11-01,2023,11,4,김교흥,더불어민주당,(인천 서구갑),5
410,정기회,6,2023-11-01,2023,11,4,김용판,미래통합당,(대구 달서구병),3
410,정기회,6,2023-11-01,2023,11,4,김웅,미래통합당,(서울 송파구갑),3
410,정기회,6,2023-11-01,2023,11,4,박성민,미래통합당,(울산 중구),20
410,정기회,6,2023-11-01,2023,11,4,송재호,더불어민주당,(제주 제주시갑),1
410,정기회,6,2023-11-01,2023,11,4,용혜인,기본소득당,(비례대표),2
410,정기회,6,2023-11-01,2023,11,4,이상민,더불어민주당,,1
410,정기회,6,2023-11-01,2023,11,4,이해식,더불어민주당,(서울 강동구을),7
410,정기회,6,2023-11-01,2023,11,4,이형석,더불어민주당,(광주 북구을),9
410,정기회,6,2023-11-01,2023,11,4,임호선,더불어민주당,(충북 증평군진천군음성군),13
410,정기회,6,2023-11-01,2023,11,4,전봉민,미래통합당,(부산 수영구),7
410,정기회,6,2023-11-01,2023,11,4,천준호,더불어민주당,(서울 강북구갑),10
410,정기회,7,2023-11-09,2023,11,4,강병원,더불어민주당,(서울 은평구을),1
410,정기회,7,2023-11-09,2023,11,4,권성동,무소속,(강원 강릉시),3
410,정기회,7,2023-11-09,2023,11,4,김교흥,더불어민주당,(인천 서구갑),14
410,정기회,7,2023-11-09,2023,11,4,김용판,미래통합당,(대구 달서구병),1
410,정기회,7,2023-11-09,2023,11,4,김웅,미래통합당,(서울 송파구갑),2
410,정기회,7,2023-11-09,2023,11,4,박성민,미래통합당,(울산 중구),14
410,정기회,7,2023-11-09,2023,11,4,이해식,더불어민주당,(서울 강동구을),2
410,정기회,7,2023-11-09,2023,11,4,이형석,더불어민주당,(광주 북구을),6
410,정기회,7,2023-11-09,2023,11,4,전봉민,미래통합당,(부산 수영구),10
410,정기회,7,2023-11-09,2023,11,4,천준호,더불어민주당,(서울 강북구갑),2
410,정기회,8,2023-11-23,2023,11,4,강병원,더불어민주당,(서울 은평구을),11
410,정기회,8,2023-11-23,2023,11,4,권성동,무소속,(강원 강릉시),10
410,정기회,8,2023-11-23,2023,11,4,권인숙,더불어시민당,(비례대표),14
410,정기회,8,2023-11-23,2023,11,4,김교흥,더불어민주당,(인천 서구갑),7
410,정기회,8,2023-11-23,2023,11,4,김용판,미래통합당,(대구 달서구병),14
410,정기회,8,2023-11-23,2023,11,4,오영환,더불어민주당,(경기 의정부시갑),6
410,정기회,8,2023-11-23,2023,11,4,용혜인,기본소득당,(비례대표),14
410,정기회,8,2023-11-23,2023,11,4,이성만,더불어민주당,(인천 부평구갑),8
410,정기회,8,2023-11-23,2023,11,4,이해식,더불어민주당,(서울 강동구을),15
410,정기회,8,2023-11-23,2023,11,4,이형석,더불어민주당,(광주 북구을),21
410,정기회,8,2023-11-23,2023,11,4,임호선,더불어민주당,(충북 증평군진천군음성군),10
410,정기회,8,2023-11-23,2023,11,4,전봉민,미래통합당,(부산 수영구),15
410,정기회,8,2023-11-23,2023,11,4,천준호,더불어민주당,(서울 강북구갑),24
410,정기회,9,2023-12-08,2023,12,4,김교흥,더불어민주당,(인천 서구갑),6
410,정기회,9,2023-12-08,2023,12,4,오영환,더불어민주당,(경기 의정부시갑),1
410,정기회,9,2023-12-08,2023,12,4,이상민,더불어민주당,,1
410,정기회,9,2023-12-08,2023,12,4,천준호,더불어민주당,(서울 강북구갑),2
411,임시회,1,2023-12-20,2023,12,4,김교흥,더불어민주당,(인천 서구갑),6
411,임시회,1,2023-12-20,2023,12,4,임호선,더불어민주당,(충북 증평군진천군음성군),1
411,임시회,2,2024-01-08,2024,1,1,강병원,더불어민주당,(서울 은평구을),1
411,임시회,2,2024-01-08,2024,1,1,이성만,더불어민주당,(인천 부평구갑),7
411,임시회,3,2024-01-08,2024,1,1,권인숙,더불어시민당,(비례대표),12
411,임시회,3,2024-01-08,2024,1,1,김교흥,더불어민주당,(인천 서구갑),4
411,임시회,3,2024-01-08,2024,1,1,김용판,미래통합당,(대구 달서구병),8
411,임시회,3,2024-01-08,2024,1,1,이해식,더불어민주당,(서울 강동구을),10
411,임시회,3,2024-01-08,2024,1,1,이형석,더불어민주당,(광주 북구을),32
411,임시회,3,2024-01-08,2024,1,1,전봉민,미래통합당,(부산 수영구),6
411,임시회,3,2024-01-08,2024,1,1,천준호,더불어민주당,(서울 강북구갑),24
412,임시회,1,2024-01-16,2024,1,1,김교흥,더불어민주당,(인천 서구갑),2
412,임시회,1,2024-01-16,2024,1,1,김용판,미래통합당,(대구 달서구병),1
412,임시회,1,2024-01-16,2024,1,1,천준호,더불어민주당,(서울 강북구갑),1
412,임시회,2,2024-01-25,2024,1,1,강병원,더불어민주당,(서울 은평구을),13
412,임시회,2,2024-01-25,2024,1,1,권인숙,더불어시민당,(비례대표),36
412,임시회,2,2024-01-25,2024,1,1,김교흥,더불어민주당,(인천 서구갑),32
412,임시회,2,2024-01-25,2024,1,1,김용판,미래통합당,(대구 달서구병),3
412,임시회,2,2024-01-25,2024,1,1,송재호,더불어민주당,(제주 제주시갑),1
412,임시회,2,2024-01-25,2024,1,1,이성만,더불어민주당,(인천 부평구갑),16
412,임시회,2,2024-01-25,2024,1,1,이해식,더불어민주당,(서울 강동구을),19
412,임시회,2,2024-01-25,2024,1,1,이형석,더불어민주당,(광주 북구을),39
412,임시회,2,2024-01-25,2024,1,1,임호선,더불어민주당,(충북 증평군진천군음성군),18
412,임시회,2,2024-01-25,2024,1,1,천준호,더불어민주당,(서울 강북구갑),37
412,임시회,2,2024-01-25,2024,1,1,최기상,더불어민주당,(서울 금천구),19
414,임시회,1,2024-05-02,2024,5,2,권인숙,더불어시민당,(비례대표),3
414,임시회,1,2024-05-02,2024,5,2,김교흥,더불어민주당,(인천 서구갑),6
414,임시회,1,2024-05-02,2024,5,2,이만희,새누리당,(경북 영천시청도군),2
